ئافرىقا	Afrika
يۇگوسلاۋىيە سوتسىيالىست فېدېرال جۇمھۇرىيىتى	Socialistische Federale Republiek Joegoslavië
تۈرك	Turkse volkeren
بارتىن ۋىلايىتى	Bartın (provincie)
باش بارماق	Duim (vinger)
كوجائەلى ۋىلايىتى	Kocaeli (provincie)
تۈرك خاقانلىقى	Turken
سازاڭسىمان مەددە	Caenorhabditis elegans
چاڭچۈن شەھىرى	Changchun
جىلىن شەھىرى	Jilin (stad)
ئېمۇ قۇشى	Emoe
خاككارى ۋىلايىتى	Hakkâri (provincie)
راۋالپىندى	Rawalpindi
Emir Kusturica	Emir Kusturica
ماشىنىىسازلىق ئىنژىنىرلىقى	Werktuigbouwkunde
ئاينۇ مىللىتى	Aino (volk)
ئورانگوتان	Hominoidea
يېشىل ياقۇت	Beril
Markus bayan qilghan xush xewer	Evangelie volgens Marcus
ئازۇرىت	Azuriet
بېلىز شەھىرى	Belize City
قۇشۇق ئارىلى	Kaşıkadası
مارشال	Maarschalk
Chuju shehiri	Chuzhou
Rékazé shehiri	Shigatse (stad)
قىرىم	Krim-Tataren
كىلون تېخنىكىسى	Klonen (biologie)
پروڧېسسور	Professor
كورىنتلىقلارغا يېزىلغان ئىككىنچى خەت	Tweede brief van Paulus aan de Korintiërs
مۇغلا ۋىلايىتى	Muğla (provincie)
ئاسىيا قارا ئېيىق	Aziatische zwarte beer
گۈلچىلىك	Tuinieren
ئىغدىر ۋىلايىتى	Iğdır (provincie)
ياماگاتا ناھىيىسى	Yamagata (prefectuur)
قاڭشارلىق بۆكەن	Saiga
كۈتاھيا ۋىلايىتى	Kütahya (provincie)
كۆك ياقۇت	Saffier
كۈرەشچى ئايروپىلان	Jachtvliegtuig
ئېرتىش دەرياسى	Irtysj
ئىبرانىيلارغا يېزىلغان خەت	Brief aan de Hebreeën
گالاتىيلىقلارغا يېزىلغان خەت	Brief van Paulus aan de Galaten
شاڭ سۇلالىسى	Shang-dynastie
كىلىس ۋىلايىتى	Kilis (provincie)
تەكىرداغ ۋىلايىتى	Tekirdağ (provincie)
سان	Dij
مانىسا ۋىلايىتى	Manisa (provincie)
كىچىك مېڭە	Kleine hersenen
كولوسىلىقلارغا يېزىلغان خەت	Brief van Paulus aan de Kolossenzen
ياقۇپ يازغان خەت	Brief van Jakobus
يۇھاننا يازغان بىرىنچى خەت	Eerste brief van Johannes
فىلىمۇنغا يېزىلغان خەت	Brief van Paulus aan Filemon
سالونىكىلىقلارغا يېزىلغان ئىككىنچى خەت	Tweede brief van Paulus aan de Tessalonicenzen
پاۋىل كرۇگمەنن	Paul Krugman
سالونىكىلىقلارغا يېزىلغان بىرىنچى خەت	Eerste brief van Paulus aan de Tessalonicenzen
پېترۇس يازغان بىرىنچى خەت	Eerste brief van Petrus
پېترۇس يازغان ئىككىنچى خەت	Tweede brief van Petrus
تىموتىيغا يېزىلغان بىرىنچى خەت	Eerste brief van Paulus aan Timoteüs
ئېسكىموسلار	Eskimo's
IMMAGINE&POESIA	Immagine & Poesia
چىكاگو ئۇنىۋېرستېتى	Universiteit van Chicago
ماردىن ۋىلايىتى	Mardin (provincie)
مالاتيا ۋىلايىتى	Malatya (provincie)
مۇش ۋىلايىتى	Muş (provincie)
يۇھاننا يازغان ئىككىنچى خەت	Tweede brief van Johannes
يۇھاننا يازغان ئۈچىنچى خەت	Derde brief van Johannes
يەھۇدا يازغان خەت	Brief van Judas
تىموتىيغا يېزىلغان ئىككىنچى خەت	Tweede brief van Paulus aan Timoteüs
تىتۇسغا يېزىلغان خەت	Brief van Paulus aan Titus
قىرقلارەلى ۋىلايىتى	Kırklareli (provincie)
ئاليۇمىن ئوكسىدى	Korund
مەرسىن ۋىلايىتى	Mersin (provincie)
ئوتتۇرا ئاسىيا ياۋا تۆگىسى	Kameel
بۇشەھر ۋىلايىتى	Bushehr (provincie)
تەكلىماكان قۇملۇقى	Taklamakan
پاچاق	Been (ledemaat)
قاشقىئوغلاق	Wasbeerhond
ئاشمورە ۋە كارتىئەر ئاراللىرى	Ashmore- en Cartiereilanden
قىرشەھەر ۋىلايىتى	Kırşehir (provincie)
ئەردەبىل ۋىلايىتى	Ardebil (provincie)
سىنوپ ۋىلايىتى	Sinop (provincie)
Ajax	Asynchronous JavaScript and XML
ئاتىلار بايرىمى	Vaderdag
شۆلگەي بېزى	Speekselklier
سېرىق قاشتېشى	Topaas
بىھارى تىلى	Bihari
Teynen shehiri	Tainan (stad)
ۋىتامىنE	Vitamine E
سۇلتان توغرۇلبەگ	Togrul Beg
Xéngyang shehiri	Hengyang
مالاي ئېيىقى	Maleise beer
زامان گېزىتى	Zaman (dagblad)
مانجۇ مىللىتى	Mantsjoes
تېرەك	Ratelpopulier
ھېيدېلبېرگ ئۇنىۋېرستېتى	Ruprecht-Karls-universiteit
سۇلايمان دېمىرەل	Süleyman Demirel
ۋەيران بولۇش	Faillissement
ج.ۋىللارد گىببس	Josiah Willard Gibbs
پۇت بارمىقى	Teen
ياغاچچى	Timmerman
نىغدە ۋىلايىتى	Niğde (provincie)
ئوتتۇرا ئاناتولىيە رايونى	Centraal-Anatolië
قارا دېڭىز رايونى	Zwarte Zeeregio
شەرقىي ئاناتولىيە رايونى	Oost-Anatolië
يەر ئوتتۇرا دېڭىزى رايونى	Middellandse Zeeregio
ئېگېي رايونى	Egeïsche Zeeregio
مارمارا رايونى	Marmararegio
شەرقىي جەنۇبىي ئاناتولىيە رايونى	Zuidoost-Anatolië
لېيدېن ئۇنىۋېرستېتى	Universiteit Leiden
مېڭە ئاستى بېزى	Hypofyse
تۈر:سىياسىي جۇغراپىيە	Geopolitiek
مۇرادئۈچ	Murat III
ئىدىنبۇرگ ئۇنىۋېرستېتى	Universiteit van Edinburgh
فارابى	Al-Farabi
كۆك قۇتان	Purperreiger
گەۋدە	Romp (anatomie)
ياپونىيىلىك	Japanners
پامىر ئېگىزلىكى	Pamir
تولۇق كۇرس	Bachelor
تۆش بېزى	Thymus (orgaan)
دۆڭچە مېڭىنىڭ ئاستى	Hypothalamus
ئېلېكتر سىغىمى	Elektrische capaciteit
يېشىل تاش	Malachiet
سولچى	Links (politiek)
چاناق قەلئە ئۇرۇشى	Slag om Gallipoli
بىريۇزا(ياقۇت)	Turkoois (mineraal)
ئەخمەت نەدجەت سەزەر	Ahmet Sezer
ۋيېنا ئۇنىۋېرسىتېتى	Universiteit van Wenen
توشقانسىمان سۈلەيسۈن	Manoel
ئافيون قاراھىسار	Afyonkarahisar (stad)
ئوتتۇرا بارماق	Middelvinger
ئەبۇ مۇسا جابىر بىن ھەييام	Jabir ibn Hayyan
ئوشۇق	Enkel
ئادىياما	Adıyaman (stad)
تاغ ئۆچكىسى	Alpensteenbok
پەنجاب	Punjab (gebied)
شىيا سۇلالىسى	Xia-dynastie
جىنەن شەھىرى	Jinan
يول بەلگىسى	Verkeersbord
چىڭداۋ شەھىرى	Qingdao
كالسېدونىيە	Chalcedoon
ئاسىيا تېنچ ئوكيان ئىقتىسادىي ھەمكارلىق تەشكىلاتى	APEC
Glutséstér	Gloucester
قەشقەر شەھرى	Kashgar
ئىلام ۋىلايىتى	Ilam (provincie)
نەنچاڭ شەھىرى	Nanchang
بېشىكتاش گىمناستىكا كۇلۇبى	Beşiktaş JK
تۈرك لىراسى	Turkse lira
ئۆچكە	Geiten
بورمودىلى	Atoommodel van Bohr
ھەزىم يولى	Slokdarm
چاڭشا شەھىر	Changsha
ئۆكچە	Hiel
كېكىردەك	Farynx
ئۇيغقاشتېشى	Jade (mineraal)
ۋىتامىن D	Vitamine D
2010 دۇنيا لوڭقىسى	Wereldkampioenschap voetbal 2010
نەسىرىدىن ئەپەندى	Nasreddin Hodja
سۇلايمانىيە جامىى	Süleymaniye-moskee
كاۋاپ	Kebab
Wéstminstér Shehiri	City of Westminster
نەننىڭ شەھىرى	Nanning
Durham	Durham (Engeland)
تۇرغۇت ئۆزال	Turgut Özal
ﮔﺎﮔﺎﯞﯗﺯ	Gagaoezen
بادام بەز	Keelamandel
مۇھەممەد خاتەمى	Mohammad Khatami
تورونتو ئۇنىۋېرستېتى	Universiteit van Toronto
ساردونىكس	Onyx (mineraal)
تروچكىزم	Trotskisme
ياڭ جىننىڭ	Chen Ning Yang
Gawshyung	Kaohsiung
بىرىكمە ماتېرىيال	Composiet (materiaal)
مېڭە غولى	Hersenstam
تاموژنا	Douane
كۈنمىڭ شەھىرى	Kunming
ۋىتامىنB	Vitamine B
ئىسمەت ئىنۆنۈ	Ismet Inönü
مارگارېت ئاتۋود	Margaret Atwood
خۇيزۇ مىللىتى	Hui (volk)
لەنجۇ شەھىرى	Lanzhou
Halva	Halva
لى جىڭداۋ	Tsung-Dao Lee
ماگىستىر	Master (graad)
كۆرسەتكۈچ بارماق	Wijsvinger
ئوتتۇرا مېڭە	Mesencephalon
ئۇپسالا ئۇنىۋېرستېتى	Universiteit van Uppsala
Multan	Multan
خېفېي شەھىر	Hefei
ھىيلە	Pols (anatomie)
ئىپار مۈشۈك ئائىلىسى	Civetkatachtigen
ئارقار	Argali
كوپېنھاگېن ئۇنىۋېرستېتى	Universiteit van Kopenhagen
قارساق	Steppevos
لوياڭ شەھىرى	Luoyang
زئەكئى مئۈرئەن	Zeki Müren
كۇئېنلۇن تاغ تىزمىسى	Kunlun
تىبەت مىللىتى	Tibetanen
لوندون ئىمپېرىيە ئىنستېتۇت	Imperial College London
يىلىك	Medulla oblongata
گۇيلىن شەھىرى	Guilin
گېئوتىت	Goethiet
Xeyko shehir	Haikou
مولتىمىتىر	Multimeter
چىپار بۇغا	Sikahert
يۇگوسلاۋىيە پادىشاھلىقى	Koninkrijk Joegoslavië
ئېۋېنكى مىللىتى	Evenken
راھىبە	Zuster (religie)
سېرىق ياۋا مۈشۈك	Aziatische goudkat
گۇيياڭ شەھىرى	Guiyang
نامسىز بارماق	Ringvinger
لىمبىك سىستېما	Limbisch systeem
تۇرپان	Turpan
ئىلى دەرياسى	Ili (rivier)
مېڭە كۆۋرۈكى	Pons (hersenen)
دەريا بۇغىسى	Chinese waterree
ﺑﺎﻟﻘﺎﺭ ﻣﯩﻠﻠﯩﺘﻰ	Balkaren
ﻧﻮﻏﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Nogai
كالا گۆشى	Rundvlees
گلاسگوۋ ئۇنىۋېرستېتى	Universiteit van Glasgow
توخارلار	Tocharen
ئابادە	Abadeh
ئىستانبۇل ئۇنىۋېرسىتېتى	Universiteit van Istanboel
Tuwa	Toevanen
بۇرما مۈڭگۈزلۈك بۆكەن	Takin
ئېلېكترون قەۋەت	Elektronenschil
مىكروسكوپ	Microscoop
كېمىنىڭ يان تىرەكلىرى	Rib (anatomie)
جاڭ خىڭ	Zhang Heng
جاڭ چيەن	Zhang Qian
Juko shehiri	Zhoukou
جۇگىلىياڭ	Zhuge Liang
زىبو شەھىرى	Zibo
سۇلتان ئالىپ ئارىسلان	Alp Arslan
گوللاندىيىلىكلەر	Nederlanders
مەن، ماشىنا ئادەم (كىنو)	I, Robot (film)
قاشتېشى	Jaspis (halfedelsteen)
تگرین اعظم	Tigranes II
كۆكمۇچ	Capsicum
چۆل مۈشۈكى	Chinese bergkat
جۇڭگو شىنخۇا ئاگېنتلىقى	Persbureau Xinhua
Lankastér	Lancaster (Lancashire)
لىجياڭ شەھىرى	Lijiang
چىچىخار شەھىرى	Qiqihar
گەبزە	Gebze (stad)
ئۇزۇن قۇيرۇق بۇغا	Pater-Davidshert
سېرىق تەنلىكلەر	Mongolide
Keyféng shehiri	Kaifeng
پارىژ ئۇنىۋېرسىتىتى	Universiteit van Parijs
بېيخەي شەھىرى	Beihai
يەنتەي شەھىرى	Yantai
ﻗﯘﻣﯩﻖ	Koemukken
يىنچۈئەن شەھىرى	Yinchuan
سەئىد قۇتوب	Said Qutb
ئېيقسىمان ئىپار مۈشۈك	Beermarter
ئامستېردام ئۇنىۋېرستېتى	Universiteit van Amsterdam
ماتېرىيال	Materiaal
دۇڭزۇ مىللىتى	Dong (volk)
تارىم ئويمانلىقى	Tarimbekken
بۈيۈك ئويۇن	The Great Game
لازۇرىت	Lapis lazuli
قاراماي يۇقىر سۇرئەتلىك يولى	Karakoram Highway
داغۇر مىللىتى	Daur
ساكاريا دەرياسى	Sakarya (rivier)
ﺭﺍﺩﯨﺸﺸﯧﯟ	Aleksandr Radisjtsjev
ئوۋتېز	Joyce Carol Oates
مۇدەنجياڭ شەھىرى	Mudanjiang
ناشى مىللىتى	Naxi (volk)
ۋاشىنگتون ئۇنىۋېرستېتى	Universiteit van Washington
زونگۇلداق ۋىلايىتى	Zonguldak (provincie)
سېرىق بوغۇز بولغۇن	Maleise bonte marter
شىزاڭ ياۋا ئېشىكى	Kiang
بىرمىنگام ئۇنىۋېرستېتى	Universiteit van Birmingham
چىمەلتەك	Pink (vinger)
بىلەك	Onderarm
ماتېرىيال ئىلمى	Materiaalkunde
ھەنبەلىي مەزھىبى	Hanafieten
سەي لۇن	Cai Lun
قوڭۇر بۇغا	Sambar
مىچىگان ئۇنىۋېرستېتى	Universiteit van Michigan
ﺋﺎﻗﺴﺎﻱ ﭼﯩﻦ	Aksai Chin
مانچېستېر ئۇنىۋېرستېتى	Universiteit van Manchester
تارپان	Tarpan
امينة ساندال	Emina Jahović
ئاق تەنلىكلەر	Blanken
تارىم دەرياسى	Tarim
مىننېسوتا ئۇنىۋېرستېتى	Universiteit van Minnesota
فۇكاڭ شەھىرى	Fukang
ئورخان پامۇك	Orhan Pamuk
ئەرتۇغرۇل غازى	Ertuğrul
ﻗﺎﺭﺍ ﭼﺎﻱ ﻣﯩﻠﻠﯩﺘﻰ	Karatsjaïers
ﺋﺎﻟﺘﺎﻱ مىللىتى	Altaj (volk)
Teyjong shehiri	Taichung
ﻛﺎﺷﻜﺎﻱ	Quashqai (volk)
مىللەتچى ھەركەت پارتىيىسى	Partij voor een Nationalistische Beweging
ھەيبەلى ئارىلى	Heybeliada
ﭼﯘﯞﺍﺵ ﻣﯩﻠﻠﯩﺘﻰ	Tsjoevasjen
گيېموسخۇس بۇغىسى	Waterdwerghert
ئىسپارتا ۋىلايىتى	Isparta (provincie)
قوڭۇر يىلپىز	Neofelis
چىقچىق	Klein waterhoen
سېرىق ئاغمىخان	Siberische wezel
شىزاڭ بۆكىن	Tibetaanse antilope
چانقىرى ۋىلايىتى	Çankırı (provincie)
چورۇم ۋىلايىتى	Çorum (provincie)
ئىران ئەزەربەيجان	Azerbeidzjan (Iran)
تۈركىيە بۈيۈك مىللەت مەجلىسى	Grote Nationale Assemblee van Turkije
بەيزۇ مىللىتى	Bai (volk)
ﻗﺎﺭﺍ ﻗﺎﻟﭙﺎﻕ ﻣﯩﻠﻠﯩﺘﻰ	Karakalpakken
ئوسمانىيە ۋىلايىتى	Osmaniye (provincie)
تۇرپان ئويمانلىغى	Turpanlaagte
رابىيە قادىر	Rebiya Kadeer
سەزەن ئاقسۇ	Sezen Aksu
جاندان ارچتین	Candan Erçetin
ۋەن مارۋىجىك	Bert van Marwijk
Hidayet Türkoghli	Hidayet Türkoğlu
داچىڭ شەھىر	Daqing
لىزۇ مىللىتى	Li (volk)
سۇلتان مەلىك شاھ	Malik Sjah I
مەھمەت ئەلىي تالات	Mehmet Ali Talat
مېلبۇرن ئۇنىۋېرستېتى	Universiteit van Melbourne
Dünxuang Shehiri	Dunhuang
لوپنۇر	Lob Nuur
Senya shehiri	Sanya
ئەكمەلىتتىن ئىھسان ئوغلۇ	Ekmeleddin İhsanoğlu
مۇستاپا ساندال	Mustafa Sandal
تاغ بورسۇقى	Chinese zonnedas
سالار مىللىتى	Salar (volk)
كيوتو ئۇنىۋېرستېتى	Universiteit van Kioto
بادام؛بادام؛بادام	Amygdala
ئىستانبۇل تېخنىكا ئۇنىۋېرسىتېتى	Technische Universiteit Istanboel
ئىزمىر ۋىلايىتى	İzmir (provincie)
ئاد قەۋمى	'Ad
بۇغدىيەك	Adamsappel
بېڭبۇ شەھەرى	Bengbu
خۇەينەن شەھىرى	Huainan
مائەنشەن شەھىرى	Ma'anshan
ئەنچىڭ شەھىرى	Anqing
ياۋزۇ مىللىتى	Yao (volk)
ئەرزۇرۇم ۋىلايىتى	Erzurum (provincie)
يۇنۇس ئەمرە	Yunus Emre
باتۇر تەڭرىقۇت	Mao Dun (heerser)
پرژىۋالسكى بۆكىنى	Chinese steppegazelle
يېڭى تاڭنامە	Nieuw boek van de Tang
شانلى ئۇرفا ۋىلايىتى	Şanlıurfa (provincie)
ترابزون ۋىلايىتى	Trabzon (provincie)
برىتانى كولۇمبىيە ئۇنىۋېرستېتى	Universiteit van Brits-Columbia
Metta bayan qilghan xush xewer	Evangelie volgens Matteüs
ئەلبورز ۋىلايىتى	Alborz (provincie)
كاناي	Trachea
خوجا ئەھمەد يەسەۋى	Ahmed Yasawi
Tekshi choqqiliq tagh shehiri	Pingdingshan
شىنشياڭ شەھىرى	Xinxiang
Nenyang shehiri	Nanyang
Shinyang shehiri	Xinyang
ئەفەسلىكلەرگە يېزىلغان خەت	Brief van Paulus aan de Efeziërs
ﺋﯩﻜﻜﯩﻨﭽﻰ ﻗﯩﺘﯩﻤﻠﯩﻖ ﯬﭘﻴﯘﻥ ﯰﺭﯗﺷﻰ	Tweede Opiumoorlog
ئاقسۇ شەھىرى	Aksu (Xinjiang)
تېتراپىررول	Tetrapyrrool
ميەنياڭ شەھىرى	Mianyang
ھلا رەڭ	Roze
نەۋشەھەر ۋىلايىتى	Nevşehir (provincie)
نازارې	Nazareth (Israël)
سۇماترا بۆكىنى	Sumatraanse bosgems
دۈزجە ۋىلايىتى	Düzce (provincie)
ئالتاي شەھىرى	Altay (China)
قۇندۇز ئۇرۇقدىشى	Lutra
بەشىكتاش	Beşiktaş (district)
برىستول ئۇنىۋېرستېتى	Universiteit van Bristol
ئاق بوغۇز بۆكەن	Kropgazelle
يىزۇ مىللىتى	Yi (volk)
روزا ھېيت	Suikerfeest
كۆكمەت	Blauwschaap
بۈلەنت ئەرسوي	Bülent Ersoy
نوتتىڭخام ئۇنىۋېرستېتى	Universiteit van Nottingham
تايلاندلىقلار	Thai (volk)
تۈركىيە جۇمھۇريىتى باش مىنىستىرى	Lijst van premiers van Turkije
نەمەنگان ۋىلايىتى	Namangan (provincie)
ھانى مىللىتى	Hani
پولات قەلئەلەر	De stalen holen
گىرەسۇن ۋىلايىتى	Giresun (provincie)
گۈمۈشخانە ۋىلايىتى	Gümüşhane (provincie)
سىئىرت ۋىلايىتى	Siirt (provincie)
قاھرامان ماراش ۋىلايىتى	Kahramanmaraş (provincie)
ئومۇرتقا	Wervelkolom
قارامان ۋىلايىتى	Karaman (provincie)
سامسۇن ۋىلايىتى	Samsun (provincie)
ئۆزبېك مىللىتى	Oezbeken
ئەسكىشەھەر ۋىلايىتى	Eskişehir (provincie)
بايبۇرت ۋىلايىتى	Bayburt (provincie)
ئۇشاق ۋىلايىتى	Uşak (provincie)
يالوۋا ۋىلايىتى	Yalova (provincie)
ئەلازىغ ۋىلايىتى	Elazığ (provincie)
سىۋاس ۋىلايىتى	Sivas (provincie)
غازى ئانتەپ ۋىلايىتى	Gaziantep (provincie)
قارابۈك ۋىلايىتى	Karabük (provincie)
ئەرزىنجان ۋىلايىتى	Erzincan (provincie)
ئوردۇ ۋىلايىتى	Ordu (provincie)
كاستامونۇ ۋىلايىتى	Kastamonu (provincie)
توقات ۋىلايىتى	Tokat (provincie)
نورۇز بايرىمى	Noroez
كايسەرى ۋىلايىتى	Kayseri (provincie)
رىزە ۋىلايىتى	Rize (provincie)
تاجىك مىللىتى	Tadzjieken
مۇھەممەد ئىقبال	Mohammed Iqbal
پارسلار	Perzen
قاراقالپاقىستان	Karakalpakië
قىرىققالە ۋىلايىتى	Kırıkkale (provincie)
قىرغىز مىللىتى	Kirgiezen
شاڭخەي ھەمكارلىق تەشكىلاتى	Shanghai-samenwerkingsorganisatie
تۈركىيە دەرىجىدىن تاشقىرى ئايلانمىسى	Süper Lig
تاركان	Tarkan
ﻳﺎﻗﯘﺕ ﻣﯩﻠﻠﯩﺘﻰ	Jakoeten
فەرغانە ئويمانلىقى	Vallei van Fergana
فەرغانە	Fargʻona (stad)
Kanzas Shehiri, Kanzas	Kansas City (Kansas)
پەرغانە ۋىلايىتى	Fargʻona (provincie)
بۇخارا ۋىلايىتى	Buxoro (provincie)
ئەنجان ۋىلايىتى	Andizan (provincie)
سەمەرقەنت ۋىلايىتى	Samarkand (provincie)
سۇرخاندەريا ۋىلايىتى	Surxondaryo
چاغاتاي خان	Chagatai Khan
سىردەريا ۋىلايىتى	Sirdaryo (provincie)
سىدنېي ئۇنىۋېرستېتى	Universiteit van Sydney
خارەزىم ۋىلايىتى	Xorazm (provincie)
نەۋايى ۋىلايىتى	Navoiy (provincie)
قاشقادەريا ۋىلايىتى	Qashqadaryo (provincie)
تاشكەنت ۋىلايىتى	Tasjkent (provincie)
جىزاق ۋىلايىتى	Jizzax (provincie)
ئاۋكلاند ئۇنىۋېرستېتى	Universiteit van Auckland
قاراخانىيلار خانلىقى	Karachaniden
چىپار بۆكەن	Himalayagoral
ئوغۇزلار	Oğuzen
كۆمۈرچەك	Kraakbeen
جەنۋە ئۇنىۋېرستېتى	Universiteit van Genève
تارىم توشقىنى	Jarkandhaas
قۇربان ھېيت	Offerfeest
تىمساھ	Alligator
ئىستانبۇل ۋىلايىتى	Istanboel (provincie)
Kökxot shehiri	Hohhot
بەزگە مۇناسىۋەتلىك	Neusamandel
يەكەن دەرياسى	Yarkand (rivier)
مەھمۇد قەشقىرى	Mahmud al-Kashgari
باۋتۇ شەھىر	Baotou
كىنالى ئارىلى	Kınalıada
رومبىسىمان كرىستال كاتەكچىسى	Trigonaal kristalstelsel
تۇجيا مىللىتى	Tujia (volk)
تېھران ۋىلايىتى	Teheran (provincie)
تۆش	Borststuk
موناش ئۇنىۋېرستېتى	Monash-universiteit
كىچىك مونتياك	Zwarte muntjak
بوکان	Bukan
رېگان ئىقتىسادشۇناسلىقى	Reaganomics
تۇنجەلى ۋىلايىتى	Tunceli (provincie)
ئارال شەھرى	Aral (Xinjiang)
چىپار يۈز قوڭغارچا	Witsnorpalmroller
مۇز تاغ ئاتا	Muztagh Ata
ئالبېرتا ئۇنىۋېرستېتى	Universiteit van Alberta
قوي گۆشى	Lamsvlees en schapenvlees
تارباغاتاي ۋىلايىتى	Prefectuur Tacheng
قوڭۇر تاغ	Kongur
خەينە بۇغىسى	Lierhert
شىرناق ۋىلايىتى	Şırnak (provincie)
قالقانسىمان يان بەز	Bijschildklier
قۇمۇل شەھىرى	Hami
ئوساكا ئۇنىۋېرستېتى	Universiteit van Osaka
ﺗﻮﻓﺎ ﻣﯩﻠﻠﯩﺘﻰ	Tofalaren
قاراماي شەھىرى	Karamay
بۇيى مىللىت	Buyi
سۈلەيسۈن	Lynxen
سەدەف ئارىلى	Sedef Adası
نان	Naan
سېرىق مۇنتجاك بۇغىسى	Chinese muntjak
بۆرەك ئۈستى بېزى	Bijnier
لىمفا ئىشلەپچىقىرىدىغان	Lymfevatenstelsel
يانپاش	Bekken (anatomie)
تەيۋەن بۆكىنى	Taiwanese bosgems
يۇڭ تاجلىق بۇغا	Kuifhert
ھىمالايا چۇپۇرلۇق قويى	Himalayathargeit
ئاق تۇمشۇق بۇغا	Witliphert
شېزۇ مىللىتى	She (volk)
نەي	Ney (muziekinstrument)
تىن تىننىڭ سەرگۈزەشتىلىرى	De avonturen van Kuifje
دۇڭشياڭ مىللىتى	Dongxiang
لاخۇ مىللىتى	Lahu
قارىقۇيرۇق	Mongoolse gazelle
چوڭ ئىپار مۈشۈك	Indische civetkat
ئۈرۈمچى دىۋوپۇ خەلقئارا ئايروپورتى	Internationale Luchthaven Ürümqi Diwopu
ۋۇجياچۈ شەھىرى	Wujiaqu
بابۇر	Babur
بايىنغولىن موڭغۇل ئاپتونوم ئوبلاستى	Autonome Mongoolse Prefectuur Bayin'gholin
قارا تەنلىكلەر	Zwarten
ئورخۇن ئۇيغۇر خانلىقى	Oeigoerse Rijk
كورلا شەھىرى	Korla
دەيزۇ مىللىتى	Dai (volk)
مېنبا مىللىتى	Monpa
شەرقىي تۈركىستان	Oost-Turkestan
چياڭزۇ مىللىتى	Qiang
ۋازۇ مىللىتى	Wa (volk)
تاجىسىمان يۇرەك قان تومۇر كېسىلى	Ischemische hartklachten
ئىلى قازاق ئاپتونوم ۋىلايىتى	Autonome Kazachse Prefectuur Ili
قىز مۇنارى	Kız Kulesi
شىخەنزە شەھىرى	Shihezi
دوكتور ئاسپرانتى	Doctoraat
تۇزۇ مىللىتى	Tu (volk)
ئېگىز تاغ بۆكىنى	Tibetaanse gazelle
يەكەن ناھىيىسى	Yarkand
لىسۇ مىللىتى	Lisu
QQ	Tencent QQ
تېڭشۈن شىركىتى	Tencent
قىزىلسۇ قىرغىز ئاپتونوم ئوبلاستى	Autonome Kirgizische Prefectuur Kizilsu
كۋېنسلاند ئۇنىۋېرستېتى	Universiteit van Queensland
غۇلجا شەھىرى	Yining
Néwkastl Undérlim	Newcastle-under-Lyme
بورتالا موڭغۇل ئاپتونوم ئوبلاستى	Autonome Mongoolse Prefectuur Bortala
ﺷﻮﺭ ﻣﯩﻠﻠﯩﺘﻰ	Sjoren
پۇمى مىللىتى	Pumi (volk)
تاشقۇرقان تاجىك ئاپتونوم ناھىيىسى	Autonoom Tadzjieks Arrondissement Taxkorgan
قىزىل بۆكەن	Rode goral
ياردەم:ياردەم	Portaal:Hulp en beheer
تاشقۇرغان	Taxkorgan
شەرقى تۈركىستان جۇمھۇرىيىتى	Eerste Oost-Turkestaanse Republiek
تۇمشۇق شەھىرى	Tumxuk
بۈيۈك ئارال	Büyükada
سانجى خۇيزۇ ئاپتونوم ئوبلاستى	Autonome Hui Prefectuur Changji
چاپچال شىبە ئاپتونوم يېزىسى	Autonome Xibe Arrondissement Qapqal
فارس ۋىلايىتى	Fars
بۇرگاز ئارىلى	Burgazada
بۈيۈك بىرلىك پارتىيىسى	Grote Eenheidspartij
يېڭىسار ناھىيىسى	Yengisar
قاغىلىق ناھىيىسى	Karghilik
ئاشقازان	Maag
ئېلىك	Reeën
شىبە مىللىتى	Xibe
كروران قەدىمكى شەهىرى	Kroraina
ئورۇنچون مىللىتى	Oroqen
غەربىي خەن سۇلالىسى	Westelijke Han-dynastie
ئىكول تىل مەكتىپى	Taalinstituut Accord
پېشاۋار	Pesjawar
دۇتار	Dutar
كونا تاڭنامە	Oud Boek van de Tang
سۈينامە	Boek van de Sui
شىمالىي سۇلالىلەرنىڭ تارىخى	Geschiedenis van het Noorden
قارا ھۈلەگۈ	Qara Hülëgü
تۇخۇم نەيچىسى	Eileider
قەشقەر ھېيتگاھ مەسچىتى	Aidkahmoskee
كونا بەش دەۋر تارىخى	Oude Geschiedenis van de Vijf Dynastieën
دۇۋا	Duwa
باراق	Baraq
مۇرات ناسىروۋ	Moerat Nasyrov
رۇس مىللىتى	Russische minderheid in China
ئېسفەھان ۋىلايىتى	Isfahan (provincie)
تۈر:تۈركىيە	Categorie:Turkije
تۈر:ئۆسۈملۈك	Categorie:Plant
تۈر:فىزىكا	Categorie:Natuurkunde
تۈر:تەبىئىي پەن	Categorie:Natuurwetenschappen
تۈر:Geografia	Categorie:Geografie
غىجەك	Ghichak
خۇيزۇ	Hui
سالانق تەشمەسى	Salangtunnel
سىۋرى ئارىلى	Sivriada
ياسسى ئارىلى	Yassıada
تۈر:خرىستىئان دىنى	Categorie:Christendom
ئۇيغۇر (كۇلپ)	Uygur (Kulp)
ئەنقەرە ۋىلايىتى	Ankara (provincie)
جۇڭغار قۇلانى	Mongoolse wilde ezel
قاراباغ	Karabach (gebied)
